x,y,label
0.028682,-0.686299,4
-0.101003,-0.940303,9
0.426908,0.008728,7
-0.135948,0.619828,0
0.057083,-0.669061,9
0.027926,-0.472309,2
-0.136861,-0.916890,9
0.133236,-0.324865,5
0.386113,0.158629,1
0.157718,-0.327177,5
0.315312,-0.183865,9
0.656418,-0.263200,1
-0.129758,-0.361426,2
-0.137771,0.185451,3
0.343734,-0.066868,2
-0.129100,-0.213785,3
0.458261,0.665664,5
0.028617,-0.685284,9
0.418498,0.198806,1
-0.235159,-1.400031,7
-0.102316,-0.658977,6
0.005693,-0.462902,2
0.221682,-0.171057,8
0.109141,-0.359794,2
0.041307,-0.453837,2
0.071433,-0.421539,5
-0.082391,1.017905,0
-0.199243,-1.331801,7
-0.152949,-0.984902,4
0.068524,-0.930302,9
0.001957,-0.880203,7
-0.071639,-0.354194,8
0.668109,0.139228,3
0.026378,-0.478412,2
0.365050,0.164155,1
1.257133,-0.387680,1
-0.073665,-0.257837,8
-0.125913,0.045178,3
0.027926,-0.472309,6
1.288623,-0.349892,1
0.408523,1.569992,0
-0.118781,-0.196806,3
0.385589,0.174434,1
0.506341,1.852787,0
0.374869,0.855152,0
0.412526,0.208297,1
0.356137,0.002603,7
0.009032,-0.499328,2
0.017506,-0.712399,7
0.194773,0.082128,3
0.283543,0.827348,0
-0.060165,-0.778512,4
-0.031015,-0.557214,6
-0.134349,0.250713,5
0.065851,-0.303911,2
-0.139046,-0.711595,6
-0.067576,-0.850618,4
-0.090810,-1.019027,7
0.092160,-0.106817,1
-0.073700,-0.193633,8
0.334416,-0.197810,9
0.183599,-0.480486,9
0.444522,0.233804,3
0.435651,1.536041,0
0.095474,-1.167507,7
0.420993,0.187242,1
0.194289,0.127648,0
0.027926,-0.472309,2
-0.003241,0.708252,0
0.049011,-0.164685,3
0.045328,0.172335,5
-0.145755,-0.938252,4
-0.081964,-0.629661,6
0.145815,-0.073575,5
0.368307,-0.017512,8
-0.070018,-0.612531,6
0.218272,0.105150,3
-0.152968,-0.964003,7
0.237583,0.176535,5
-0.056746,-0.184034,8
0.484927,1.154278,0
0.181397,-0.566900,9
0.466863,0.231262,1
0.591560,1.806720,0
0.109643,-0.397515,3
0.405457,0.137348,1
0.197989,-0.297746,2
0.027926,-0.472309,2
0.277325,0.169545,3
-0.007650,-0.213283,3
0.230125,-0.249974,6
-0.175356,-1.027979,4
0.257671,-0.451848,7
0.121952,-0.152043,5
0.319230,1.166764,0
-0.125437,-0.692048,6
0.065946,-0.250074,2
-0.135140,-1.019953,7
0.102437,-0.464115,9
-0.123885,-0.184212,8
0.348713,0.126644,5
0.225924,-0.367184,9
0.110314,-0.395041,2
0.569564,-0.057028,1
0.326947,0.038819,1
0.086338,-0.587311,4
-0.221972,-1.114752,4
0.180272,0.060153,5
0.132482,-0.367814,6
-0.153876,-0.972385,4
0.363139,0.030909,1
0.027926,-0.472309,2
0.197493,-0.153309,5
0.155581,-0.012790,3
0.165908,-0.527022,9
0.135145,-0.034333,3
0.216377,-0.323027,9
0.291179,2.222056,0
0.441872,0.582931,5
0.241559,-0.465919,9
-0.074381,-0.618787,6
0.230312,-0.185493,5
0.141298,-0.509920,7
-0.010549,-0.782268,4
0.535362,0.063360,1
0.147980,-0.197238,3
0.206900,-0.310528,4
-0.031755,1.702415,0
-0.045794,-0.763969,4
-0.134298,-0.342301,8
-0.015819,1.120354,0
-0.176397,-1.022063,4
0.564134,0.300581,3
-0.199405,-0.798382,6
0.355821,0.008345,8
-0.079723,-1.016956,7
0.025840,-0.475292,6
-0.192924,1.582818,0
0.300765,-0.164136,9
0.073109,-1.287479,7
0.309951,0.952886,5
0.083727,-0.944837,7
0.027926,-0.472309,2
1.131301,-0.163733,1
0.315504,0.149211,1
-0.164964,-0.748842,6
0.236715,-0.088318,8
0.235329,-0.471924,9
-0.113135,-0.861672,4
1.186824,-0.285921,1
0.459610,0.369307,5
0.027926,-0.472309,2
0.180540,-0.248053,2
0.086256,-0.878542,9
0.084483,0.909188,0
0.019368,-0.199237,3
-0.018497,-0.792681,9
-0.143613,-0.718155,6
-0.041457,-0.802982,7
0.027926,-0.472309,2
-0.004539,1.170499,0
0.079548,-0.154008,3
-0.008346,-0.018171,5
-0.230083,-1.144643,4
0.444294,0.465335,3
0.027985,-0.471722,6
0.296070,0.334598,5
0.214410,-0.049148,8
-0.084286,-0.827204,9
0.080761,-0.381048,5
0.227494,-0.290365,4
-0.182383,-1.357105,7
-0.134014,-0.950000,4
0.027926,-0.472309,2
-0.000491,-0.681105,7
-0.003230,-0.157028,3
0.279476,-0.186644,4
-0.091847,-0.351480,8
0.070269,-0.651764,9
1.241826,-0.316759,1
0.055460,-0.043299,9
0.027926,-0.472309,2
0.188675,-0.258301,8
-0.139064,-1.123649,7
0.033671,-0.670797,9
1.204516,-0.394349,1
0.262921,0.010311,8
-0.008116,-1.099462,7
0.247448,-0.317793,4
1.407755,-0.370375,1
0.550844,0.238435,3
1.071601,-0.344719,1
0.351999,0.118068,1
-0.014371,1.402340,0
0.543028,-0.017328,2
0.056985,-0.165341,3
0.030389,-0.685809,9
0.177384,-0.507968,4
0.179407,-0.438991,9
0.027926,-0.472309,2
0.342367,0.188986,1
-0.169527,-0.755402,6
0.201197,-0.274782,8
-0.095862,-0.930814,4
0.422913,0.180561,7
-0.111018,-0.870184,7
0.215654,-0.338018,4
-0.029979,-0.857486,4
0.076118,-0.593372,9
0.027926,-0.472309,2
0.477509,-0.017749,5
-0.225254,-1.393337,7
0.027926,-0.472309,2
0.145359,-0.535071,4
-0.049971,-0.749906,4
0.027926,-0.472309,2
0.413986,0.284980,1
-0.123985,-0.941615,9
0.133128,-0.470429,7
0.027926,-0.472309,2
0.456991,0.119871,8
-0.052998,-1.185496,7
0.027926,-0.472309,6
0.124289,-0.639148,9
0.248387,-0.275577,2
-0.052028,-0.373191,2
0.429497,0.232487,3
-0.245751,-0.214536,8
0.426488,0.113270,1
-0.137235,-0.708993,6
0.085982,0.058767,5
1.405479,-0.328497,1
0.351667,0.113779,1
-0.306287,1.552178,0
0.065982,-0.419779,2
0.027926,-0.472309,6
-0.183153,-1.036515,4
-0.111721,-0.105424,5
0.280650,0.130872,8
0.119976,-0.052968,3
0.404321,0.187147,1
-0.060899,-0.026879,5
0.353285,0.186375,1
0.063913,-0.920424,9
0.027926,-0.472309,2
0.133223,-1.318640,7
0.291465,-0.207404,4
-0.003879,-0.780056,4
0.174351,-0.349109,4
-0.179705,-0.369396,8
0.669420,-0.148719,1
0.193968,-0.236021,5
0.057412,-0.431607,8
0.031279,-0.888521,9
0.339106,0.105384,5
-0.149857,-0.727128,6
0.242639,-0.388237,7
0.130215,-0.855370,9
0.229399,-0.254016,9
-0.172196,0.069298,3
-0.169541,-1.033923,7
-0.344326,1.692217,0
0.270113,-0.315363,9
0.229419,2.271917,0
0.076258,-0.404887,6
-0.061898,-0.600892,6
0.025814,-0.471978,2
0.031997,-0.051481,3
0.052050,-0.653980,9
0.073395,2.199805,0
0.044124,-0.657568,7
0.136236,-0.379781,5
-0.058668,-0.849894,4
-0.176149,-0.438123,8
0.507594,1.736059,0
0.172721,-0.541235,9
-0.003127,-0.692662,4
1.387387,-0.375057,1
0.401407,0.089485,2
-0.106618,-0.254669,8
-0.161866,-1.003111,7
1.399556,-0.325862,1
-0.039717,-0.569109,2
-0.071338,-0.614423,6
0.307919,0.159052,1
-0.104095,0.576691,0
0.356929,0.444232,3
-0.107133,1.775724,0
0.330375,0.170796,1
1.083024,-0.285436,1
0.142552,-0.287651,8
0.027926,-0.472309,2
0.299964,1.665743,0
0.310321,-0.055532,3
-0.071657,-0.833482,9
-0.186691,-1.055044,4
0.028179,2.040523,0
0.213961,-0.210235,5
0.798643,2.355135,0
-0.108050,-0.667087,6
0.582120,-0.121825,1
0.019341,-1.398100,7
0.275963,-0.160949,7
-0.099043,-0.197363,8
0.408589,0.021627,1
0.143456,-1.216118,9
0.296334,-0.186943,2
-0.308468,1.630960,0
0.011730,0.126802,5
1.356974,-0.320836,1
0.096352,-0.403711,2
0.027926,-0.472309,2
0.199645,-0.373979,7
0.292018,0.308605,3
0.196977,0.026349,5
-0.140584,-0.985860,4
0.142876,-0.500604,9
0.121818,-1.282944,7
0.335879,0.152500,1
-0.120394,-0.269808,8
0.486675,0.265201,3
0.409875,-0.761610,9
0.243652,-0.124477,6
-0.007195,1.427923,0
0.447874,0.291326,3
0.467869,-0.226619,1
0.783847,-0.238004,1
0.027926,-0.472309,2
0.306265,1.237433,6
0.226989,0.184075,3
0.126375,0.206675,5
0.343541,-0.483034,7
0.027926,-0.472309,6
-0.008653,-0.258025,8
0.190187,-0.377944,3
0.477544,-0.601224,9
0.389328,0.085498,5
-0.047417,-0.400177,8
0.250868,0.220092,5
-0.156340,-1.264433,7
0.001635,-0.576049,6
1.440772,-0.381575,1
1.166574,-0.315932,1
-0.066422,-0.590226,3
0.793776,-0.067331,1
0.650237,-0.695199,7
0.231768,0.117582,5
0.064207,-0.422482,5
0.361043,0.285944,5
0.027926,-0.472309,2
0.240889,0.169241,5
0.107957,-0.228990,8
0.226644,-0.490191,7
-0.363886,1.662501,0
0.026757,-0.705400,9
-0.247348,-1.411540,7
-0.070778,-0.892581,7
0.219239,-0.206056,5
0.421313,1.419688,0
0.108931,-1.140525,9
0.460130,2.143850,0
-0.186326,0.023180,0
0.096343,-0.363538,8
0.432139,-0.700799,9
0.102144,-0.369872,2
-0.053920,-0.781532,4
0.296340,-0.035365,8
0.355913,-0.233825,1
-0.047171,-0.580981,6
0.512235,-0.291315,1
0.027926,-0.472309,6
0.150807,-0.319716,5
0.809631,-0.049307,1
0.042629,-0.223887,8
0.340266,0.089015,3
-0.138586,-1.046495,4
-0.067192,0.368674,0
0.059126,-0.229495,5
0.311656,0.231675,5
-0.032486,-0.370007,8
0.446693,-0.038778,3
-0.008205,-0.523990,6
-0.174765,-0.179659,2
-0.097248,-0.101940,3
-0.054011,-0.865052,9
0.016169,-0.470467,2
0.283786,-0.002828,1
1.286161,-0.337144,1
0.244213,0.369982,5
0.027926,-0.472309,2
0.364444,0.272997,1
-0.068578,-0.026286,3
0.206561,-0.225620,2
-0.181502,-0.336053,8
0.484838,-0.438101,7
-0.158894,-0.105253,3
0.152808,-0.452956,7
0.027926,-0.472309,2
-0.166448,-0.984622,4
-0.185886,-0.778931,6
0.267504,-0.323201,9
0.156310,-1.204454,7
0.027926,-0.472309,2
-0.035247,-0.711182,4
-0.050693,-0.584834,2
-0.076638,-0.149741,8
0.373114,0.206131,1
1.351627,-0.376247,1
0.366805,0.033179,3
-0.157972,-0.344356,8
0.264175,-0.282309,4
-0.355718,1.814982,0
0.201159,-0.250705,6
0.066934,-0.350718,5
0.053274,-0.668042,9
-0.013922,-0.226877,3
0.264185,0.688138,0
0.462027,-0.544910,9
-0.053257,-0.588508,2
-0.153831,-1.090924,4
0.236741,-0.995101,7
0.805641,-0.228291,1
0.454070,-0.005682,2
0.023169,-1.106981,9
0.157691,-0.387127,4
-0.095214,-0.438333,2
-0.041013,-0.570965,6
1.261217,-0.299060,1
0.350303,0.073942,8
0.336298,-0.910084,9
0.423215,1.365987,0
0.027926,-0.472309,6
-0.142429,-0.716455,6
0.194532,-1.098294,7
0.439476,0.053202,9
0.322829,-1.002430,9
0.284095,-0.003538,8
-0.399169,0.866742,0
0.368105,-0.116807,1
0.027926,-0.472309,4
-0.044029,-0.710268,4
0.018573,-0.470844,6
-0.143632,-0.974629,7
1.177107,-0.336051,1
-0.017368,-0.676294,5
0.900412,-0.335873,7
0.185806,1.005654,0
0.149470,-0.188664,3
0.086164,-0.525997,5
0.005085,-0.250373,8
-0.191740,-1.079244,4
0.162400,-1.438616,7
0.386819,0.142677,1
0.027926,-0.472309,2
0.298190,0.616878,5
-0.061541,-0.947630,9
0.147000,0.436518,5
0.027926,-0.472309,6
0.089721,-0.743938,7
0.123913,-0.164523,5
-0.227489,-1.179857,9
0.046242,-0.454488,8
0.276750,-0.055965,8
-0.081043,-0.237762,3
0.356600,-0.111512,6
0.360484,-0.687423,9
-0.130272,-0.941162,7
-0.320746,0.523396,0
0.369461,-0.200343,7
-0.083019,-0.482414,5
0.170453,-0.611156,7
0.781972,-0.228603,1
0.337568,0.126550,1
-0.218208,1.388983,0
-0.032077,-0.851111,7
0.765394,-0.467094,9
0.027926,-0.472309,2
0.079718,0.022626,3
0.707722,-0.091534,7
0.061265,0.090333,3
0.486397,-0.028049,2
0.082154,-0.505521,4
0.515763,-0.040589,1
0.021265,-0.481833,6
0.308074,-0.109759,2
0.082220,-1.648894,7
0.299262,0.125456,5
0.252341,-0.030208,5
0.149682,-0.506691,7
-0.126273,-1.064255,4
-0.243076,0.582435,0
0.006499,-0.468953,2
-0.086844,-0.636660,6
-0.177624,-0.322992,3
0.140345,-0.316662,6
0.240363,-0.264842,4
0.200813,0.717245,0
-0.049332,-0.778028,4
0.143332,-0.328155,2
-0.024735,-0.547653,6
-0.102387,0.464411,0
-0.216362,0.515728,0
0.362803,0.897100,0
-0.251215,1.354264,0
0.377581,0.931459,3
1.160948,-0.378843,1
0.027926,-0.472309,6
0.027926,-0.472309,2
0.237339,-0.184148,2
0.267093,0.246545,3
0.344462,0.087483,1
-0.168720,-0.952964,4
0.361501,0.236627,1
-0.026981,0.387093,5
-0.089961,-0.806081,4
-0.157548,-0.738181,6
0.127896,-0.421469,4
-0.049639,-1.552366,7
0.027926,-0.472309,2
-0.116614,-0.283387,8
0.254470,-0.392037,7
-0.137051,-0.898456,9
0.397318,-0.052854,2
-0.351068,1.216364,0
0.299087,0.251252,5
1.204239,-0.417272,1
-0.109005,-0.944322,4
0.006178,-0.503412,2
0.364729,0.119398,8
0.074203,-0.016147,3
-0.050868,-0.422210,2
-0.139934,-0.887288,4
1.080859,-0.245292,1
-0.004929,0.751535,5
0.010135,-0.661938,4
-0.179608,-0.769900,6
-0.144394,0.732094,0
-0.227513,-1.398709,7
0.020628,-0.567748,9
-0.162019,-0.325834,8
0.126790,-0.553637,4
0.070785,-0.742041,9
0.418915,-0.048343,8
-0.201742,1.631200,0
0.365775,0.181099,1
1.366660,-0.331562,1
-0.409557,-0.351828,0
0.027926,-0.472309,2
0.051225,-0.440206,2
0.063639,-0.113490,3
0.027926,-0.472309,2
-0.231325,-1.192170,4
0.121315,-0.567867,4
0.120240,0.420734,5
0.378461,0.078554,8
-0.115918,-0.678381,6
0.298013,0.379870,5
-0.025922,-1.653264,7
0.030028,-0.672845,7
-0.145539,-0.238407,8
0.335271,0.053441,8
-0.106021,-0.872017,9
0.386777,-0.432457,7
-0.108715,-0.831962,4
0.054894,-0.681083,7
-0.008851,-0.201692,3
0.097165,-0.412147,2
-0.220067,1.478105,0
0.303893,0.016375,8
-0.128999,-0.697163,6
0.346256,-0.054438,8
-0.003089,-0.516669,6
0.321469,0.075958,1
-0.125192,-0.691697,6
0.271747,-0.002230,8
-0.126376,-0.873024,9
-0.195153,-1.043322,4
-0.333317,1.780504,0
0.294289,-0.100919,9
-0.444542,1.169848,0
0.319860,-0.068428,4
1.411862,-0.303716,1
0.484084,0.148629,5
-0.087528,-0.966493,4
0.199539,-0.397023,7
-0.152530,0.361140,5
0.330432,0.121489,3
0.123314,-1.549931,7
0.287181,-0.224552,4
-0.171838,-1.198588,9
0.032271,-0.257423,8
-0.142921,0.424420,5
0.205976,-0.121239,8
-0.101351,-0.657473,6
0.435897,0.190377,3
-0.062153,-0.251665,8
-0.016440,-0.535777,6
-0.265452,-1.197012,9
0.033949,-0.714928,9
1.118731,-0.327461,1
0.250440,-0.126726,8
0.212488,0.140327,3
0.308555,0.403295,5
-0.124162,-0.100877,8
0.161188,-0.359925,6
-0.066990,-0.002165,5
-0.248748,-1.198272,9
-0.002224,-0.836584,7
0.027926,-0.472309,2
0.247025,-0.173941,5
-0.035168,0.057935,0
-0.060255,-0.198701,8
0.089518,-0.534382,5
1.410440,-0.352998,1
0.409477,0.212703,1
-0.332364,1.845662,0
-0.092097,-0.810489,9
1.343596,-0.354237,1
0.208722,-0.226261,8
-0.086482,-0.636140,6
0.237444,-0.351696,7
-0.104103,1.949759,0
0.058589,-0.451773,9
0.123440,0.174021,3
0.224268,1.313795,0
-0.072871,-0.203968,8
0.297651,0.066656,8
-0.192391,-0.982613,9
0.027926,-0.472309,6
0.380149,-1.085839,7
0.152938,-0.231984,8
-0.138304,-1.034966,4
0.148235,-0.508088,7
-0.137724,0.178435,5
-0.058587,-0.785982,9
-0.028184,-0.579599,2
-0.079274,-0.625803,6
0.249195,-1.160483,7
-0.108917,-0.932895,4
0.035061,0.073254,5
-0.085946,-0.862936,9
0.021100,-0.482655,2
0.487751,0.300727,3
1.247086,-0.259374,1
-0.157465,-0.738062,6
-0.019662,-0.161004,3
0.108341,-0.622577,9
0.031481,-0.494443,2
0.025146,-0.471873,2
0.153116,0.449223,5
-0.058794,-0.596443,6
-0.070416,-0.395112,8
0.091887,0.965096,0
-0.113777,-1.084351,7
0.082673,-0.679540,7
0.960297,-0.349840,1
0.300519,-0.367609,9
-0.192011,-0.122983,8
0.333663,-0.074399,7
-0.415881,1.197784,0
-0.081425,-0.882246,9
0.053208,-0.777819,9
0.145371,-0.313456,4
-0.056664,-0.593390,6
0.351324,-0.044756,2
-0.216299,-0.062441,8
0.243563,0.004790,5
1.254882,-0.311821,1
0.005936,-0.713150,4
1.187828,-0.324744,1
0.210189,0.333060,5
-0.059299,0.442851,5
0.331598,0.198287,1
0.191959,-1.219038,7
0.459466,0.074931,3
-0.126249,-0.693215,6
0.045735,-0.614313,4
-0.146537,-0.365706,3
-0.229605,0.095695,2
-0.156335,0.141441,5
0.204519,0.255391,6
-0.235554,-1.227600,4
0.020550,-0.615770,4
-0.380834,0.818972,0
0.079696,-0.475388,4
-0.265279,-1.276187,4
0.027926,-0.472309,6
0.008138,-1.373106,7
-0.106045,-0.845980,2
-0.208250,-1.074818,4
0.418386,0.154197,3
-0.109446,-0.097947,3
0.212974,-0.186286,8
-0.427807,1.197969,0
-0.172254,1.400428,0
0.076959,-0.014113,3
0.027926,-0.472309,2
0.102870,-0.416010,2
0.367246,-0.227464,9
-0.160511,-0.121460,8
0.459632,0.521511,2
0.021129,0.050389,3
0.116435,-0.502217,7
-0.356430,0.500287,0
0.420286,0.101491,1
1.472710,-0.312294,1
0.591978,1.660363,0
0.027926,-0.472309,2
0.363113,0.105226,3
0.315682,0.076794,3
0.363925,-0.066217,8
-0.190972,-1.082198,4
0.576907,0.391345,3
0.180706,-0.261489,5
-0.018870,-1.277829,7
-0.215901,-0.822128,6
-0.071331,-0.865575,4
-0.250500,-1.147014,7
0.371101,-0.108207,7
-0.177922,-0.182571,8
0.352719,0.150336,5
-0.270901,-1.242991,9
0.282425,-0.368536,7
-0.249752,0.665051,0
0.339554,0.262687,3
1.453926,-0.342948,1
0.027926,-0.472309,6
-0.330807,-0.544352,2
0.040559,-0.654907,4
0.198206,0.226363,3
-0.101766,-0.874199,4
-0.203473,-1.051347,4
0.077441,-0.656734,7
0.200284,-0.264715,5
0.362456,-0.023933,9
-0.053029,-0.588180,6
-0.143965,0.868119,9
-0.289180,0.041945,0
0.049368,-0.678740,7
1.411747,-0.320482,1
0.110505,-0.433801,4
0.027926,-0.472309,2
-0.013528,-0.787839,7
0.102492,0.151627,3
0.227846,0.088115,6
-0.009388,-1.542783,7
0.256008,0.102316,5
-0.288842,-0.271704,8
-0.168296,-1.061466,4
0.234954,-0.221853,5
0.107718,-0.369662,5
0.027926,-0.472309,2
0.778082,-0.526033,7
1.443799,-0.311561,1
0.401350,0.239133,1
0.183079,-0.263365,5
0.109978,-0.359061,6
-0.245926,-0.093989,8
0.470180,0.296658,5
-0.151861,-0.090195,8
-0.125180,-0.912390,4
-0.404935,0.813582,0
-0.123639,-1.134015,7
-0.233169,-1.131944,9
-0.195984,-1.001873,9
-0.024604,-0.464087,2
0.064264,-0.679162,9
0.142053,-0.654258,7
-0.000764,-0.913179,7
0.019877,-0.432408,8
0.394963,0.083180,7
-0.035936,-0.892511,4
0.396711,-0.006837,2
0.027926,-0.472309,6
-0.144423,-0.957291,9
1.296276,-0.235472,1
-0.194841,-1.148098,7
-0.119875,-0.356055,0
-0.239859,-0.856636,6
0.067801,-0.726963,4
-0.034623,-0.169948,2
0.183177,-0.257726,5
0.308542,-0.764069,7
-0.372192,0.993153,0
-0.023497,-0.731022,7
1.281907,-0.275225,1
0.132753,0.402360,0
0.260638,0.118779,3
-0.227652,-1.262613,7
0.027926,-0.472309,6
0.183733,0.086978,5
-0.336660,-0.057227,0
0.242825,0.063248,6
1.184050,-0.407172,1
0.284108,0.416277,5
1.341426,-0.222350,1
0.136146,-0.564498,7
-0.121173,-0.227874,8
-0.053987,-0.185149,5
-0.272694,0.834218,0
0.241493,-0.206188,3
-0.240179,-1.134251,4
0.268467,-0.224122,7
-0.168742,-1.201193,7
0.324018,0.270612,5
0.207324,-0.690408,7
0.099324,-0.167187,8
0.027926,-0.472309,6
0.366501,-0.080803,9
0.349948,0.389053,3
0.178772,-0.199443,8
0.027926,-0.472309,6
0.323546,0.029604,1
-0.397595,-0.064389,0
0.358522,-0.113019,9
-0.130540,-1.796356,7
0.385852,0.090811,1
0.250250,0.129792,3
0.500953,1.280264,0
0.136734,-0.347729,5
-0.129991,-0.698588,6
-0.164981,-0.987011,4
-0.126877,-0.893933,4
0.027926,-0.472309,2
-0.115437,-0.960764,4
-0.035281,-0.597808,4
0.434956,0.358145,3
1.326788,-0.232712,1
-0.079234,-0.849236,7
-0.204167,-1.473745,7
0.211080,-0.251024,6
-0.353072,0.334379,0
0.232276,0.356270,3
0.027926,-0.472309,6
0.091125,0.357346,0
0.011810,-1.588289,7
0.294158,0.071839,1
0.880327,-0.176423,1
0.267770,-0.250340,4
-0.244805,-1.172848,9
0.038964,-0.647030,4
0.190137,-0.334663,3
-0.184063,-1.030916,4
-0.084687,-0.454519,8
0.009616,-0.469441,2
0.006741,-0.468991,2
0.376154,0.132653,1
-0.117962,-0.295993,8
-0.110315,-0.973017,7
-0.193935,0.724050,0
0.269842,0.039358,8
1.276466,-0.243524,1
0.215741,0.881973,0
-0.209245,-1.038732,7
0.121451,-0.349732,6
0.036629,0.079668,3
0.253916,-0.465306,7
0.215162,-0.526242,7
0.140975,-0.353095,5
-0.097335,-0.380753,8
0.145023,-0.240171,8
0.367230,-0.370367,9
0.660472,1.771195,0
-0.132217,0.770180,0
-0.104274,-0.661668,4
0.882098,-0.323731,1
0.231945,0.125147,5
0.027926,-0.472309,2
0.027926,-0.472309,2
0.164552,-0.062544,3
0.172695,-1.036515,9
0.093444,-0.558014,4
-0.081313,-0.892583,9
-0.137947,0.179769,5
0.372819,1.902239,0
0.027926,-0.472309,6
0.394619,-0.000030,7
-0.117213,-1.022715,7
0.394901,-0.011941,1
0.177251,-0.044620,8
0.395037,0.834190,0
0.221835,-0.233271,2
-0.009341,-0.525617,2
0.014481,0.794325,0
-0.031070,-0.705521,4
1.461735,-0.296934,1
0.409285,0.236130,1
0.046078,-0.432808,2
-0.027031,-0.845005,7
-0.062324,-0.050068,3
0.171153,-0.354369,9
0.553199,-0.907004,7
0.471562,0.171852,2
0.053678,-0.405549,8
0.316508,0.247862,1
0.120268,-0.858417,9
-0.073594,-0.185767,5
0.179982,-0.256400,8
0.579022,0.213746,8
0.897332,-0.063733,1
0.368238,-0.885531,9
-0.016960,-0.278869,8
0.449183,0.080835,3
0.608066,-0.266135,1
